cluster_alias,number_of_cells,label
2078,2934,CS202210140_2572
2079,2646,CS202210140_2573
2080,1676,CS202210140_2574
2081,3342,CS202210140_2575
2082,2084,CS202210140_2576
2083,772,CS202210140_2577
2084,1084,CS202210140_2578
2085,4359,CS202210140_2579
2086,1159,CS202210140_2580
2087,3697,CS202210140_2581
2088,890,CS202210140_2582
2089,172,CS202210140_2583
2090,194,CS202210140_2584
2091,258,CS202210140_2585
2092,411,CS202210140_2586
2093,689,CS202210140_2587
2094,297,CS202210140_2588
2095,372,CS202210140_2589
2096,350,CS202210140_2590
2097,960,CS202210140_2591
2098,776,CS202210140_2592
2099,1354,CS202210140_2593
2100,718,CS202210140_2594
2101,896,CS202210140_2595
2102,57,CS202210140_2596
2103,122,CS202210140_2597
2104,29,CS202210140_2598
2105,51,CS202210140_2599
2106,76,CS202210140_2600
2107,56,CS202210140_2601
2108,415,CS202210140_2602
2109,366,CS202210140_2603
2110,636,CS202210140_2604
2111,792,CS202210140_2605
2112,417,CS202210140_2606
2113,562,CS202210140_2607
2114,279,CS202210140_2608
2115,532,CS202210140_2609
2116,624,CS202210140_2610
2117,749,CS202210140_2611
2118,910,CS202210140_2612
2119,504,CS202210140_2613
2120,928,CS202210140_2614
2121,949,CS202210140_2615
2122,505,CS202210140_2616
2123,838,CS202210140_2617
2124,163,CS202210140_2618
2125,548,CS202210140_2619
2126,572,CS202210140_2620
2127,1020,CS202210140_2621
2128,184,CS202210140_2622
2129,246,CS202210140_2623
2130,392,CS202210140_2624
2131,565,CS202210140_2625
2132,374,CS202210140_2626
2133,384,CS202210140_2627
2134,323,CS202210140_2628
2135,170,CS202210140_2629
2136,174,CS202210140_2630
2137,354,CS202210140_2631
2138,38,CS202210140_2632
2139,261,CS202210140_2633
2140,265,CS202210140_2634
2141,205,CS202210140_2635
2142,197,CS202210140_2636
2143,193,CS202210140_2637
2144,922,CS202210140_2638
2145,439,CS202210140_2639
2146,350,CS202210140_2640
2147,809,CS202210140_2641
2148,670,CS202210140_2642
2149,515,CS202210140_2643
2150,899,CS202210140_2644
2151,1450,CS202210140_2645
2152,381,CS202210140_2646
2153,820,CS202210140_2647
2154,1282,CS202210140_2648
2155,640,CS202210140_2649
2156,704,CS202210140_2650
2157,446,CS202210140_2651
2158,662,CS202210140_2652
2159,228,CS202210140_2653
2160,597,CS202210140_2654
2161,246,CS202210140_2655
2162,372,CS202210140_2656
2163,879,CS202210140_2657
2164,781,CS202210140_2658
2165,352,CS202210140_2659
2166,114,CS202210140_2660
2167,987,CS202210140_2661
2168,265,CS202210140_2662
2169,470,CS202210140_2663
2170,341,CS202210140_2664
2171,336,CS202210140_2665
2172,248,CS202210140_2666
2173,222,CS202210140_2667
2174,556,CS202210140_2668
2175,295,CS202210140_2669
2176,125,CS202210140_2670
2177,112,CS202210140_2671
2178,316,CS202210140_2672
2179,133,CS202210140_2673
2180,230,CS202210140_2674
2181,302,CS202210140_2675
2182,224,CS202210140_2676
2183,61,CS202210140_2677
2184,308,CS202210140_2678
2185,360,CS202210140_2679
2186,499,CS202210140_2680
2187,341,CS202210140_2681
2188,54,CS202210140_2682
2189,185,CS202210140_2683
2190,274,CS202210140_2684
2191,243,CS202210140_2685
2192,278,CS202210140_2686
2193,212,CS202210140_2687
2194,486,CS202210140_2688
2195,32,CS202210140_2689
2196,277,CS202210140_2690
2197,3210,CS202210140_2691
2198,1721,CS202210140_2692
2199,1792,CS202210140_2693
2200,1353,CS202210140_2694
2201,6020,CS202210140_2695
2202,3270,CS202210140_2696
2203,260,CS202210140_2697
2204,48,CS202210140_2698
2205,90,CS202210140_2699
2206,14227,CS202210140_2700
2207,2376,CS202210140_2701
2208,6323,CS202210140_2702
2209,3889,CS202210140_2703
2210,8784,CS202210140_2704
2211,547,CS202210140_2705
2212,3485,CS202210140_2706
2213,1781,CS202210140_2707
2214,1574,CS202210140_2708
2215,5116,CS202210140_2709
2216,366,CS202210140_2710
2217,103,CS202210140_2711
2218,316,CS202210140_2712
2219,250,CS202210140_2713
2220,330,CS202210140_2714
2221,339,CS202210140_2715
2222,696,CS202210140_2716
2223,1003,CS202210140_2717
2224,59,CS202210140_2718
2225,77,CS202210140_2719
2226,219,CS202210140_2720
2227,62,CS202210140_2721
2228,74,CS202210140_2722
2229,66,CS202210140_2723
2230,228,CS202210140_2724
2231,164,CS202210140_2725
2232,344,CS202210140_2726
2233,649,CS202210140_2727
2234,166,CS202210140_2728
2235,156,CS202210140_2729
2236,195,CS202210140_2730
2237,272,CS202210140_2731
2238,229,CS202210140_2732
2239,199,CS202210140_2733
2240,475,CS202210140_2734
2241,375,CS202210140_2735
2242,595,CS202210140_2736
2243,206,CS202210140_2737
2244,213,CS202210140_2738
2245,165,CS202210140_2739
2246,257,CS202210140_2740
2247,269,CS202210140_2741
2248,166,CS202210140_2742
2249,754,CS202210140_2743
2250,290,CS202210140_2744
2251,412,CS202210140_2745
2252,716,CS202210140_2746
2253,136,CS202210140_2747
2254,124,CS202210140_2748
2255,76,CS202210140_2749
2256,48,CS202210140_2750
2257,129,CS202210140_2751
2258,169,CS202210140_2752
2259,285,CS202210140_2753
2260,192,CS202210140_2754
2261,713,CS202210140_2755
2262,228,CS202210140_2756
2263,502,CS202210140_2757
2264,271,CS202210140_2758
2265,213,CS202210140_2759
2266,184,CS202210140_2760
2267,715,CS202210140_2761
2268,615,CS202210140_2762
2269,543,CS202210140_2763
2270,1321,CS202210140_2764
2271,90,CS202210140_2765
2272,1262,CS202210140_2766
2273,395,CS202210140_2767
2274,584,CS202210140_2768
2275,2480,CS202210140_2769
2276,1721,CS202210140_2770
2277,1389,CS202210140_2771
2278,1037,CS202210140_2772
2279,677,CS202210140_2773
2280,1684,CS202210140_2774
2281,1071,CS202210140_2775
2282,1995,CS202210140_2776
2283,526,CS202210140_2777
2284,553,CS202210140_2778
2285,859,CS202210140_2779
2286,1273,CS202210140_2780
2287,642,CS202210140_2781
2288,604,CS202210140_2782
2289,1694,CS202210140_2783
2290,729,CS202210140_2784
2291,792,CS202210140_2785
2292,314,CS202210140_2786
2293,561,CS202210140_2787
2294,318,CS202210140_2788
2295,472,CS202210140_2789
2296,1433,CS202210140_2790
2297,1542,CS202210140_2791
2298,2164,CS202210140_2792
2299,1362,CS202210140_2793
2300,1145,CS202210140_2794
2301,1658,CS202210140_2795
2302,4388,CS202210140_2796
2303,150,CS202210140_2797
2304,1264,CS202210140_2798
2305,3169,CS202210140_2799
2306,4707,CS202210140_2800
2307,756,CS202210140_2801
2308,1949,CS202210140_2802
2309,1654,CS202210140_2803
2310,455,CS202210140_2804
2311,809,CS202210140_2805
2312,1592,CS202210140_2806
2313,671,CS202210140_2807
2314,1151,CS202210140_2808
2315,859,CS202210140_2809
2316,2590,CS202210140_2810
2317,44,CS202210140_2811
2318,83,CS202210140_2812
2319,133,CS202210140_2813
2320,89,CS202210140_2814
2321,149,CS202210140_2815
2322,1057,CS202210140_2816
2323,396,CS202210140_2817
2324,900,CS202210140_2818
2325,4736,CS202210140_2819
2326,250,CS202210140_2820
2327,55,CS202210140_2821
2328,80,CS202210140_2822
2329,142,CS202210140_2823
2330,104,CS202210140_2824
2331,1503,CS202210140_2825
2332,1506,CS202210140_2826
2333,1114,CS202210140_2827
2334,631,CS202210140_2828
2335,2685,CS202210140_2829
2336,792,CS202210140_2830
2337,54,CS202210140_2831
2338,29,CS202210140_2832
2339,93,CS202210140_2833
2340,69,CS202210140_2834
2341,42,CS202210140_2835
2342,803,CS202210140_2836
2343,1766,CS202210140_2837
2344,1330,CS202210140_2838
2345,76,CS202210140_2839
2346,104,CS202210140_2840
2347,125,CS202210140_2841
2348,27,CS202210140_2842
2349,1762,CS202210140_2843
2350,1472,CS202210140_2844
2351,1704,CS202210140_2845
2352,1023,CS202210140_2846
2353,62,CS202210140_2847
2354,150,CS202210140_2848
2355,225,CS202210140_2849
2356,310,CS202210140_2850
2357,62,CS202210140_2851
2358,197,CS202210140_2852
2359,46,CS202210140_2853
2360,202,CS202210140_2854
2361,395,CS202210140_2855
2362,539,CS202210140_2856
2363,136,CS202210140_2857
2364,656,CS202210140_2858
2365,90,CS202210140_2859
2366,332,CS202210140_2860
2367,75,CS202210140_2861
2368,811,CS202210140_2862
2369,888,CS202210140_2863
2370,193,CS202210140_2864
2371,312,CS202210140_2865
2372,367,CS202210140_2866
2373,342,CS202210140_2867
2374,139,CS202210140_2868
2375,38,CS202210140_2869
2376,806,CS202210140_2870
2377,766,CS202210140_2871
2378,508,CS202210140_2872
2379,277,CS202210140_2873
2380,144,CS202210140_2874
2381,697,CS202210140_2875
2382,218,CS202210140_2876
2383,640,CS202210140_2877
2384,859,CS202210140_2878
2385,730,CS202210140_2879
2386,30,CS202210140_2880
2387,823,CS202210140_2881
2388,1169,CS202210140_2882
2389,876,CS202210140_2883
2390,442,CS202210140_2884
2391,1150,CS202210140_2885
2392,1055,CS202210140_2886
2393,2459,CS202210140_2887
2394,2720,CS202210140_2888
2395,2161,CS202210140_2889
2396,773,CS202210140_2890
2397,2057,CS202210140_2891
2398,1510,CS202210140_2892
2399,1413,CS202210140_2893
2400,1762,CS202210140_2894
2401,4436,CS202210140_2895
2402,997,CS202210140_2896
2403,626,CS202210140_2897
2404,397,CS202210140_2898
2405,940,CS202210140_2899
2406,431,CS202210140_2900
2407,966,CS202210140_2901
2408,1720,CS202210140_2902
2409,534,CS202210140_2903
2410,546,CS202210140_2904
2411,896,CS202210140_2905
2412,445,CS202210140_2906
2413,882,CS202210140_2907
2414,545,CS202210140_2908
2415,76,CS202210140_2909
2416,669,CS202210140_2910
2417,138,CS202210140_2911
2418,777,CS202210140_2912
2419,298,CS202210140_2913
2420,335,CS202210140_2914
2421,349,CS202210140_2915
2422,250,CS202210140_2916
2423,518,CS202210140_2917
2424,509,CS202210140_2918
2425,210,CS202210140_2919
2426,20,CS202210140_2920
2427,56,CS202210140_2921
2428,105,CS202210140_2922
2429,49,CS202210140_2923
2430,68,CS202210140_2924
2431,72,CS202210140_2925
2432,185,CS202210140_2926
2433,112,CS202210140_2927
2434,52,CS202210140_2928
2435,85,CS202210140_2929
2436,31,CS202210140_2930
2437,94,CS202210140_2931
2438,129,CS202210140_2932
2439,79,CS202210140_2933
2440,43,CS202210140_2934
2441,124,CS202210140_2935
2442,198,CS202210140_2936
2443,187,CS202210140_2937
2444,182,CS202210140_2938
2445,177,CS202210140_2939
2446,714,CS202210140_2940
2447,1331,CS202210140_2941
2448,1144,CS202210140_2942
2449,864,CS202210140_2943
2450,1288,CS202210140_2944
2451,1489,CS202210140_2945
2452,928,CS202210140_2946
2453,1942,CS202210140_2947
2454,1021,CS202210140_2948
2455,938,CS202210140_2949
2456,936,CS202210140_2950
2457,806,CS202210140_2951
2458,667,CS202210140_2952
2459,1011,CS202210140_2953
2460,851,CS202210140_2954
2461,525,CS202210140_2955
2462,500,CS202210140_2956
2463,241,CS202210140_2957
2464,71,CS202210140_2958
2465,343,CS202210140_2959
2466,547,CS202210140_2960
2467,1059,CS202210140_2961
2468,624,CS202210140_2962
2469,443,CS202210140_2963
2470,1399,CS202210140_2964
2471,771,CS202210140_2965
2472,1185,CS202210140_2966
2473,1814,CS202210140_2967
2474,1563,CS202210140_2968
2475,2717,CS202210140_2969
2476,1602,CS202210140_2970
2477,1290,CS202210140_2971
2478,1047,CS202210140_2972
2479,837,CS202210140_2973
2480,383,CS202210140_2974
2481,936,CS202210140_2975
2482,19009,CS202210140_2976
2483,2559,CS202210140_2977
2484,1799,CS202210140_2978
2485,2350,CS202210140_2979
2486,1563,CS202210140_2980
2487,2475,CS202210140_2981
2488,1402,CS202210140_2982
2489,1977,CS202210140_2983
2490,3007,CS202210140_2984
2491,333,CS202210140_2985
2492,356,CS202210140_2986
2493,1403,CS202210140_2987
2494,600,CS202210140_2988
2495,1714,CS202210140_2989
2496,1298,CS202210140_2990
2497,1477,CS202210140_2991
2498,1541,CS202210140_2992
2499,1223,CS202210140_2993
2500,1418,CS202210140_2994
2501,646,CS202210140_2995
2502,692,CS202210140_2996
2503,461,CS202210140_2997
2504,268,CS202210140_2998
2505,775,CS202210140_2999
2506,630,CS202210140_3000
2507,1245,CS202210140_3001
2508,520,CS202210140_3002
2509,324,CS202210140_3003
2510,23,CS202210140_3004
2511,73,CS202210140_3005
2512,941,CS202210140_3006
2513,608,CS202210140_3007
2514,675,CS202210140_3008
2515,25,CS202210140_3009
2516,40,CS202210140_3010
2517,69,CS202210140_3011
2518,64,CS202210140_3012
2519,177,CS202210140_3013
2520,82,CS202210140_3014
2521,203,CS202210140_3015
2522,519,CS202210140_3016
2523,682,CS202210140_3017
2524,451,CS202210140_3018
2525,477,CS202210140_3019
2526,186,CS202210140_3020
2527,186,CS202210140_3021
2528,209,CS202210140_3022
2529,239,CS202210140_3023
2530,250,CS202210140_3024
2531,129,CS202210140_3025
2532,112,CS202210140_3026
2533,113,CS202210140_3027
2534,108,CS202210140_3028
2535,117,CS202210140_3029
2536,147,CS202210140_3030
2537,119,CS202210140_3031
2538,34,CS202210140_3032
2539,64,CS202210140_3033
2540,199,CS202210140_3034
2541,42,CS202210140_3035
2542,142,CS202210140_3036
2543,134,CS202210140_3037
2544,674,CS202210140_3038
2545,121,CS202210140_3039
2546,126,CS202210140_3040
2547,192,CS202210140_3041
2548,127,CS202210140_3042
2549,81,CS202210140_3043
2550,64,CS202210140_3044
2551,164,CS202210140_3045
2552,70,CS202210140_3046
2553,4685,CS202210140_3047
2554,4283,CS202210140_3048
2555,2492,CS202210140_3049
2556,1664,CS202210140_3050
2557,1403,CS202210140_3051
2558,2615,CS202210140_3052
2559,5446,CS202210140_3053
2560,22915,CS202210140_3054
2561,7668,CS202210140_3055
2562,11534,CS202210140_3056
2563,3183,CS202210140_3057
2564,5443,CS202210140_3058
2565,3631,CS202210140_3059
2566,20360,CS202210140_3060
2567,3885,CS202210140_3061
2568,906,CS202210140_3062
2569,1018,CS202210140_3063
2570,1599,CS202210140_3064
2571,5379,CS202210140_3065
2572,1118,CS202210140_3066
2573,1652,CS202210140_3067
2574,2289,CS202210140_3068
2575,4090,CS202210140_3069
2576,2742,CS202210140_3070
2577,2479,CS202210140_3071
2578,1097,CS202210140_3072
2579,675,CS202210140_3073
2580,1455,CS202210140_3074
2581,501,CS202210140_3075
2582,339,CS202210140_3076
2583,1455,CS202210140_3077
2584,650,CS202210140_3078
2585,1154,CS202210140_3079
2586,1916,CS202210140_3080
2587,1188,CS202210140_3081
2588,4578,CS202210140_3082
2589,15595,CS202210140_3083
2590,2107,CS202210140_3084
2591,3056,CS202210140_3085
2592,974,CS202210140_3086
2593,3677,CS202210140_3087
2594,3491,CS202210140_3088
2595,7452,CS202210140_3089
2596,3684,CS202210140_3090
2597,4018,CS202210140_3091
2598,5600,CS202210140_3092
2599,3932,CS202210140_3093
2600,5602,CS202210140_3094
2601,4727,CS202210140_3095
2602,3062,CS202210140_3096
2603,3261,CS202210140_3097
2604,2918,CS202210140_3098
2605,1907,CS202210140_3099
2606,1011,CS202210140_3100
2607,2294,CS202210140_3101
2608,2383,CS202210140_3102
2609,4538,CS202210140_3103
2610,903,CS202210140_3104
2611,2814,CS202210140_3105
2612,2140,CS202210140_3106
2613,2068,CS202210140_3107
2614,1031,CS202210140_3108
2615,2469,CS202210140_3109
2616,1855,CS202210140_3110
2617,1331,CS202210140_3111
2618,5312,CS202210140_3112
2619,2547,CS202210140_3113
2620,10613,CS202210140_3114
2621,3595,CS202210140_3115
2622,1907,CS202210140_3116
2623,2948,CS202210140_3117
2624,3268,CS202210140_3118
2625,2733,CS202210140_3119
2626,5956,CS202210140_3120
2627,5399,CS202210140_3121
2628,6013,CS202210140_3122
2629,4249,CS202210140_3123
2630,3516,CS202210140_3124
2631,3289,CS202210140_3125
2632,3187,CS202210140_3126
2633,1518,CS202210140_3127
2634,2290,CS202210140_3128
2635,1387,CS202210140_3129
2636,2831,CS202210140_3130
2637,2013,CS202210140_3131
2638,729,CS202210140_3132
2639,747,CS202210140_3133
2640,2568,CS202210140_3134
2641,1578,CS202210140_3135
2642,1227,CS202210140_3136
2643,240,CS202210140_3137
2644,884,CS202210140_3138
2645,1885,CS202210140_3139
2646,1191,CS202210140_3140
2647,1700,CS202210140_3141
2648,287,CS202210140_3142
2649,486,CS202210140_3143
2650,1803,CS202210140_3144
2651,1884,CS202210140_3145
2652,118,CS202210140_3146
2653,467,CS202210140_3147
2654,1738,CS202210140_3148
2655,1330,CS202210140_3149
2656,2010,CS202210140_3150
2657,1595,CS202210140_3151
2658,1533,CS202210140_3152
2659,2328,CS202210140_3153
2660,1387,CS202210140_3154
2661,1184,CS202210140_3155
2662,2538,CS202210140_3156
2663,649,CS202210140_3157
2664,765,CS202210140_3158
2665,498,CS202210140_3159
2666,404,CS202210140_3160
2667,367,CS202210140_3161
2668,886,CS202210140_3162
2669,540,CS202210140_3163
2670,1508,CS202210140_3164
2671,1014,CS202210140_3165
2672,1701,CS202210140_3166
2673,592,CS202210140_3167
2674,2259,CS202210140_3168
2675,2281,CS202210140_3169
2676,426,CS202210140_3170
2677,3102,CS202210140_3171
2678,1761,CS202210140_3172
2679,1384,CS202210140_3173
2680,1414,CS202210140_3174
2681,1178,CS202210140_3175
2682,1565,CS202210140_3176
2683,1507,CS202210140_3177
2684,885,CS202210140_3178
2685,1537,CS202210140_3179
2686,1186,CS202210140_3180
2687,804,CS202210140_3181
2688,1266,CS202210140_3182
2689,3785,CS202210140_3183
2690,1724,CS202210140_3184
2691,110,CS202210140_3185
2692,237,CS202210140_3186
2693,1335,CS202210140_3187
2694,1670,CS202210140_3188
2695,2373,CS202210140_3189
2696,2634,CS202210140_3190
2697,2901,CS202210140_3191
2698,113,CS202210140_3192
2699,82,CS202210140_3193
2700,56,CS202210140_3194
2701,1276,CS202210140_3195
2702,182,CS202210140_3196
2703,90,CS202210140_3197
2704,194,CS202210140_3198
2705,1222,CS202210140_3199
2706,2306,CS202210140_3200
2707,1845,CS202210140_3201
2708,2158,CS202210140_3202
2709,808,CS202210140_3203
2710,1558,CS202210140_3204
2711,639,CS202210140_3205
2712,860,CS202210140_3206
2713,2193,CS202210140_3207
2714,1360,CS202210140_3208
2715,1626,CS202210140_3209
2716,2183,CS202210140_3210
2717,276,CS202210140_3211
2718,5443,CS202210140_3212
2719,19177,CS202210140_3213
2720,67,CS202210140_3214
2721,2079,CS202210140_3215
2722,1358,CS202210140_3216
2723,1733,CS202210140_3217
2724,611,CS202210140_3218
2725,1756,CS202210140_3219
2726,420,CS202210140_3220
2727,1441,CS202210140_3221
2728,3103,CS202210140_3222
2729,1927,CS202210140_3223
2730,1909,CS202210140_3224
2731,2827,CS202210140_3225
2732,3808,CS202210140_3226
2733,4390,CS202210140_3227
2734,1759,CS202210140_3228
2735,1295,CS202210140_3229
2736,5268,CS202210140_3230
2737,1021,CS202210140_3231
2738,3571,CS202210140_3232
2739,837,CS202210140_3233
2740,723,CS202210140_3234
2741,839,CS202210140_3235
2742,2678,CS202210140_3236
2743,37,CS202210140_3237
2744,77,CS202210140_3238
2745,38,CS202210140_3239
2746,970,CS202210140_3240
2747,4298,CS202210140_3241
2748,170,CS202210140_3242
2749,5837,CS202210140_3243
2750,2158,CS202210140_3244
2751,2839,CS202210140_3245
2752,1372,CS202210140_3246
2753,93,CS202210140_3247
2754,952,CS202210140_3248
2755,762,CS202210140_3249
2756,1004,CS202210140_3250
2757,1179,CS202210140_3251
2758,2861,CS202210140_3252
2759,1839,CS202210140_3253
2760,1305,CS202210140_3254
2761,2258,CS202210140_3255
2762,1124,CS202210140_3256
2763,789,CS202210140_3257
2764,1597,CS202210140_3258
2765,1254,CS202210140_3259
2766,2432,CS202210140_3260
2767,1414,CS202210140_3261
2768,1587,CS202210140_3262
2769,4813,CS202210140_3263
2770,3295,CS202210140_3264
2771,2847,CS202210140_3265
2772,3580,CS202210140_3266
2773,9588,CS202210140_3267
2774,534,CS202210140_3268
2775,3830,CS202210140_3269
2776,11163,CS202210140_3270
2777,12358,CS202210140_3271
2778,26989,CS202210140_3272
2779,3923,CS202210140_3273
2780,1783,CS202210140_3274
2781,2750,CS202210140_3275
2782,2410,CS202210140_3276
2783,1441,CS202210140_3277
2784,2556,CS202210140_3278
2785,1961,CS202210140_3279
2786,820,CS202210140_3280
2787,78,CS202210140_3281
2788,414,CS202210140_3282
2789,552,CS202210140_3283
2790,171,CS202210140_3284
2791,320,CS202210140_3285
2792,269,CS202210140_3286
2793,180,CS202210140_3287
2794,349,CS202210140_3288
2795,132,CS202210140_3289
2796,176,CS202210140_3290
2797,515,CS202210140_3291
2798,111,CS202210140_3292
2799,775,CS202210140_3293
2800,711,CS202210140_3294
2801,823,CS202210140_3295
2802,844,CS202210140_3296
2803,316,CS202210140_3297
2804,361,CS202210140_3298
2805,85,CS202210140_3299
2806,268,CS202210140_3300
2807,40,CS202210140_3301
2808,21,CS202210140_3302
2809,523,CS202210140_3303
2810,4126,CS202210140_3304
2811,1195,CS202210140_3305
2812,1428,CS202210140_3306
2813,589,CS202210140_3307
2814,617,CS202210140_3308
2815,371,CS202210140_3309
2816,299,CS202210140_3310
2817,716,CS202210140_3311
2818,519,CS202210140_3312
2819,1059,CS202210140_3313
2820,1646,CS202210140_3314
2821,2910,CS202210140_3315
2822,164,CS202210140_3316
2823,494,CS202210140_3317
2824,603,CS202210140_3318
2825,522,CS202210140_3319
2826,577,CS202210140_3320
2827,653,CS202210140_3321
2828,663,CS202210140_3322
2829,602,CS202210140_3323
2830,777,CS202210140_3324
2831,62,CS202210140_3325
2832,69,CS202210140_3326
2833,18,CS202210140_3327
2834,32,CS202210140_3328
2835,236,CS202210140_3329
2836,726,CS202210140_3330
2837,89,CS202210140_3331
2838,185,CS202210140_3332
2839,355,CS202210140_3333
2840,168,CS202210140_3334
2841,375,CS202210140_3335
2842,310,CS202210140_3336
2843,271,CS202210140_3337
2844,100,CS202210140_3338
2845,323,CS202210140_3339
2846,447,CS202210140_3340
2847,654,CS202210140_3341
2848,1871,CS202210140_3342
2849,292,CS202210140_3343
2850,334,CS202210140_3344
2851,301,CS202210140_3345
2852,206,CS202210140_3346
2853,129,CS202210140_3347
2854,431,CS202210140_3348
2855,280,CS202210140_3349
2856,472,CS202210140_3350
2857,489,CS202210140_3351
2858,721,CS202210140_3352
2859,181,CS202210140_3353
2860,201,CS202210140_3354
2861,708,CS202210140_3355
2862,609,CS202210140_3356
2863,350,CS202210140_3357
2864,449,CS202210140_3358
2865,570,CS202210140_3359
2866,2089,CS202210140_3360
2867,654,CS202210140_3361
2868,1202,CS202210140_3362
2869,1306,CS202210140_3363
2870,1229,CS202210140_3364
2871,1004,CS202210140_3365
2872,931,CS202210140_3366
2873,1751,CS202210140_3367
2874,1661,CS202210140_3368
2875,791,CS202210140_3369
2876,1366,CS202210140_3370
2877,643,CS202210140_3371
2878,257,CS202210140_3372
2879,309,CS202210140_3373
2880,70,CS202210140_3374
2881,51,CS202210140_3375
2882,148,CS202210140_3376
2883,222,CS202210140_3377
2884,198,CS202210140_3378
2885,576,CS202210140_3379
2886,482,CS202210140_3380
2887,604,CS202210140_3381
2888,397,CS202210140_3382
2889,773,CS202210140_3383
2890,628,CS202210140_3384
2891,80,CS202210140_3385
2892,1376,CS202210140_3386
2893,830,CS202210140_3387
2894,950,CS202210140_3388
2895,713,CS202210140_3389
2896,1261,CS202210140_3390
2897,1053,CS202210140_3391
2898,1202,CS202210140_3392
2899,1011,CS202210140_3393
2900,1349,CS202210140_3394
2901,1501,CS202210140_3395
2902,676,CS202210140_3396
2903,52,CS202210140_3397
2904,219,CS202210140_3398
2905,3458,CS202210140_3399
2906,1893,CS202210140_3400
2907,983,CS202210140_3401
2908,340,CS202210140_3402
2909,99,CS202210140_3403
2910,175,CS202210140_3404
2911,150,CS202210140_3405
2912,303,CS202210140_3406
2913,117,CS202210140_3407
2914,69,CS202210140_3408
2915,512,CS202210140_3409
2916,295,CS202210140_3410
2917,1833,CS202210140_3411
2918,963,CS202210140_3412
2919,361,CS202210140_3413
2920,441,CS202210140_3414
2921,362,CS202210140_3415
2922,130,CS202210140_3416
2923,157,CS202210140_3417
2924,107,CS202210140_3418
2925,75,CS202210140_3419
2926,188,CS202210140_3420
2927,138,CS202210140_3421
2928,75,CS202210140_3422
2929,59,CS202210140_3423
2930,143,CS202210140_3424
2931,99,CS202210140_3425
2932,144,CS202210140_3426
2933,150,CS202210140_3427
2934,103,CS202210140_3428
2935,188,CS202210140_3429
2936,297,CS202210140_3430
2937,187,CS202210140_3431
2938,237,CS202210140_3432
2939,272,CS202210140_3433
2940,102,CS202210140_3434
2941,330,CS202210140_3435
2942,206,CS202210140_3436
2943,263,CS202210140_3437
2944,258,CS202210140_3438
2945,69,CS202210140_3439
2946,451,CS202210140_3440
2947,299,CS202210140_3441
2948,352,CS202210140_3442
2949,435,CS202210140_3443
2950,354,CS202210140_3444
2951,495,CS202210140_3445
2952,83,CS202210140_3446
2953,169,CS202210140_3447
2954,350,CS202210140_3448
2955,506,CS202210140_3449
2956,1209,CS202210140_3450
2957,450,CS202210140_3451
2958,327,CS202210140_3452
2959,316,CS202210140_3453
2960,346,CS202210140_3454
2961,359,CS202210140_3455
2962,155,CS202210140_3456
2963,311,CS202210140_3457
2964,106,CS202210140_3458
2965,97,CS202210140_3459
2966,191,CS202210140_3460
2967,221,CS202210140_3461
2968,473,CS202210140_3462
2969,105,CS202210140_3463
2970,290,CS202210140_3464
2971,218,CS202210140_3465
2972,247,CS202210140_3466
2973,274,CS202210140_3467
2974,436,CS202210140_3468
2975,346,CS202210140_3469
2976,545,CS202210140_3470
2977,640,CS202210140_3471
2978,294,CS202210140_3472
2979,204,CS202210140_3473
2980,357,CS202210140_3474
2981,227,CS202210140_3475
2982,145,CS202210140_3476
2983,310,CS202210140_3477
2984,228,CS202210140_3478
2985,227,CS202210140_3479
2986,412,CS202210140_3480
2987,70,CS202210140_3481
2988,233,CS202210140_3482
2989,400,CS202210140_3483
2990,59,CS202210140_3484
2991,130,CS202210140_3485
2992,182,CS202210140_3486
2993,147,CS202210140_3487
2994,241,CS202210140_3488
2995,144,CS202210140_3489
2996,1803,CS202210140_3490
2997,822,CS202210140_3491
2998,419,CS202210140_3492
2999,43511,CS202210140_3493
3000,6973,CS202210140_3494
3001,33798,CS202210140_3495
3002,21134,CS202210140_3496
3003,18046,CS202210140_3497
3004,44586,CS202210140_3498
3005,17273,CS202210140_3499
3006,417,CS202210140_3500
3007,281,CS202210140_3501
3008,271,CS202210140_3502
3009,368,CS202210140_3503
3010,250,CS202210140_3504
3011,664,CS202210140_3505
3012,994,CS202210140_3506
3013,3255,CS202210140_3507
3014,1262,CS202210140_3508
3015,48,CS202210140_3509
3016,927,CS202210140_3510
3017,456,CS202210140_3511
3018,88,CS202210140_3512
3019,719,CS202210140_3513
3020,61948,CS202210140_3514
3021,25820,CS202210140_3515
3022,21557,CS202210140_3516
3023,121601,CS202210140_3517
3024,34393,CS202210140_3518
3025,26223,CS202210140_3519
3026,3236,CS202210140_3520
3027,81,CS202210140_3521
3028,35,CS202210140_3522
3029,62,CS202210140_3523
3030,206,CS202210140_3524
3031,134,CS202210140_3525
3032,393,CS202210140_3526
3033,10,CS202210140_3527
3034,46,CS202210140_3528
3035,244,CS202210140_3529
3036,225,CS202210140_3530
3037,101,CS202210140_3531
3038,216,CS202210140_3532
3039,1924,CS202210140_3533
3040,8010,CS202210140_3534
3041,17249,CS202210140_3535
3042,6716,CS202210140_3536
3043,21124,CS202210140_3537
3044,26286,CS202210140_3538
3045,11265,CS202210140_3539
3046,10588,CS202210140_3540
3047,100,CS202210140_3541
3048,121,CS202210140_3542
3049,234,CS202210140_3543
3050,398,CS202210140_3544
3051,76,CS202210140_3545
